"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2020M05","Slowenien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","5,6",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","182",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","99",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","83",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","6,8",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,8",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","6,8",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","31",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","20",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","11",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","20,5",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","20,2",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","21,1",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","150",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","79",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","72",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","5,9",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","5,8",""
"2020M05","Slowakei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","6,1",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","207",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","112",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","95",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","7,5",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","7,8",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","7,2",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","64",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","36",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","28",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","20,5",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","23,2",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","17,9",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","143",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","77",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","66",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","5,9",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,0",""
"2020M05","Finnland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","5,7",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","467",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","235",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","231",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","8,5",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","8,1",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","8,9",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","155",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","77",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","78",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","25,8",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","24,7",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","27,0",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","311",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","158",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","153",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,3",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,1",""
"2020M05","Schweden","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","6,6",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","1.261",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","680",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","581",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","3,7",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","3,8",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","3,6",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","509",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","271",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","238",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","12,3",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","12,8",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","11,8",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","752",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","409",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","343",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","2,5",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","2,6",""
"2020M05","Vereinigtes Königreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","2,4",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","9",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","5",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","4",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","4,5",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","4,4",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","4,6",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","3",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","2",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","1",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,3",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","14,1",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","8,6",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","6",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","3",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","3",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","3,4",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","2,9",""
"2020M05","Island","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","3,8",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","131",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","71",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","59",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","4,6",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","4,8",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","4,5",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","44",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","22",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","22",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,8",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","11,6",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","12,0",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","87",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","49",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","38",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","3,5",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","3,8",""
"2020M05","Norwegen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","3,3",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","4.152",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","14,0",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","1.133",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","27,0",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","3.019",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,8",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer",":",""
"2020M05","Türkei","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen",":",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","20.995",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","10.204",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","10.791",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","13,3",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","12,2",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","14,5",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","4.888",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","2.390",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","2.498",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","25,2",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","24,2",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","26,1",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","16.107",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","7.814",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","8.293",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,6",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","10,5",""
"2020M05","Vereinigte Staaten","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","12,8",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","1.970",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.220",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","750",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","2,9",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","3,2",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","2,5",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","5,1",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer",":",""
"2020M05","Japan","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen",":",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","15.013",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","7.889",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","7.124",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","7,1",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,9",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","7,4",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","2.922",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","1.584",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","1.338",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","17,3",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","17,0",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","17,7",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","12.091",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","6.305",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","5.786",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,3",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,0",""
"2020M06","Europäische Union - 27 Länder (ab 2020)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","6,5",""
"2020M06","Euroraum - 19 Länder (ab 2015)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","12.574",""
"2020M06","Euroraum - 19 Länder (ab 2015)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","6.562",""
"2020M06","Euroraum - 19 Länder (ab 2015)","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","6.012",""
